CD_ESTRUTURA_COMERCIAL;CD_DIA_CICLO;CD_SEMANA_CICLO;CD_CICLO;RB;PUNTOS
300000491;20;3;201510;11400.16;1693
300000805;9;2;201501;2604.48;429
300000491;13;2;201504;12515.7;2150
300000491;14;2;201507;39013.46;5741
300000951;5;1;201617;4582.91;472
300000443;20;3;201504;35032.89;6582
300000805;17;3;201614;12257.25;1104
300000491;3;1;201713;1973.2;174
300000491;6;1;201504;1256.78;191
300000443;3;1;201714;6558.4;468
300000443;12;2;201507;11515.77;1753
300000950;;;201615;1781.8;161
300000950;;;201512;976.5;5
300000443;4;1;201712;7334.7;570
300000805;19;3;201803;29768.75;2139
300000491;24;4;201608;699;111
300000491;6;1;201609;4819.59;453
300000805;22;4;201601;739.92;127
300000491;2;1;201507;1782.96;268
300000950;24;4;201803;2578.5;131
300000951;3;1;201610;6045.22;636
300000443;5;1;201510;10388.54;1639
300000805;30;5;201714;4157.16;307
300000951;24;4;201502;11429.57;2336
300000491;;;201513;4048.13;401
300000805;20;3;201601;10745.24;1644
300001309;4;1;201717;6055.72;438
300000443;4;1;201717;4861.81;355
300000951;25;4;201502;9067.81;1782
300001309;15;3;201717;5402.58;306
300000491;6;1;201716;1834;137
300000443;31;5;201509;787.5;3
300000950;29;5;201514;2100.1;453
300000951;5;1;201504;897.4;171
300000443;22;4;201610;3194.9;308
300000491;20;3;201503;20103.8;3738
300000805;19;3;201614;5541.22;453
300000950;2;1;201716;3845.1;275
300000805;13;2;201615;24943.89;2484
300000951;19;3;201714;1939.7;144
300000950;15;3;201703;74257.78;5826
300000950;25;4;201702;39227.91;3301
300000443;7;1;201703;44440.17;3503
300000805;21;3;201706;310862.66;24595
300000443;18;3;201706;26683.3;1982
300001309;21;3;201706;79227.56;6053
300000491;15;3;201706;49891.05;4061
300000491;14;2;201516;30411.68;4217
300000491;16;3;201610;112467.9;11496
300000950;16;3;201610;46576.82;4608
300000491;17;3;201610;68505.64;7068
300000951;10;2;201607;20105.89;1950
300000951;11;2;201607;11582.73;1081
300000491;5;1;201607;6083.33;630
300001309;10;2;201802;42352.12;3027
300000491;10;2;201802;52398.08;3758
300001309;16;3;201803;56266.84;3473
300000805;16;3;201803;53492;3461
300000805;1;1;201615;34084.06;3386
300000491;18;3;201508;53782.08;9264
300000951;9;2;201708;22928.36;1990
300000491;17;3;201517;50552.61;6434
300000491;18;3;201517;58112.6;7152
300000443;16;3;201517;37822.6;4857
300000951;18;3;201503;7456.8;1285
300000491;13;2;201503;8564.5;1677
300000491;16;3;201707;69900.15;5102
300000950;21;3;201705;133839.09;10734
300000950;20;3;201505;64380.53;11547
300000951;8;2;201614;23970.64;2157
300000951;9;2;201614;34187.76;3039
300000950;10;2;201510;37015.46;5953
300000443;14;2;201515;50998.03;7221
300000491;13;2;201505;6879.34;1173
300000443;15;3;201510;34658.29;5581
300000950;16;3;201508;52123.12;8223
300000950;8;2;201704;11736.96;878
300000805;19;3;201704;230229.89;19027
300000951;27;4;201614;133444.47;12143
300000951;29;5;201614;31129.54;2715
300000443;22;4;201614;28774.5;2812
300000950;14;2;201716;57716.07;3613
300000805;20;3;201712;360880.93;28837
300001309;20;3;201712;166083.54;13155
300000951;14;2;201702;176125.98;15577
300000805;17;3;201617;3250.08;382
300000443;2;1;201701;21228.51;1726
300000951;18;3;201609;21442.1;2155
300000805;13;2;201609;10176.44;1024
300000951;19;3;201609;45527.73;4640
300000491;15;3;201612;75922.82;7001
300000805;2;1;201617;10065.13;972
300000950;2;1;201513;6121.6;792
300000951;11;2;201513;8376.08;866
300000491;6;1;201513;6888.81;842
300000950;3;1;201513;9790.68;814
300000443;1;1;201512;33921.16;5309
300000443;14;2;201511;48921.41;7961
300000950;2;1;201512;18549.88;3015
300000951;1;1;201617;28468.6;2678
300000491;22;4;201712;3070.6;236
300000951;3;1;201712;6860.28;509
300000950;8;2;201617;66561.71;6206
300000491;16;3;201801;58728.47;4384
300000951;8;2;201513;21434.52;2497
300000443;16;3;201716;23424.17;1545
300000443;17;3;201512;40581.88;6337
300000951;7;1;201801;23393.61;1765
300000805;3;1;201508;9006.28;1631
300000805;12;2;201601;6048.16;871
300000951;20;3;201601;85444.84;12073
300000951;18;3;201601;10972.36;1544
300000805;14;2;201603;29711.65;4169
300000491;6;1;201603;16936.9;2041
300000443;14;2;201615;75004.13;7113
300000950;16;3;201606;46214.22;4741
300000491;16;3;201606;53360.15;5481
300000443;9;2;201614;56062.45;5071
300000951;13;2;201614;84967.52;7650
300000951;13;2;201802;270216.68;19422
300001309;20;3;201708;161480.14;14845
300000443;2;1;201709;11918.49;961
300000950;6;1;201703;22971.04;1859
300000805;8;2;201703;19739.42;1611
300000805;9;2;201604;24337.21;2679
300000443;14;2;201704;51746.34;4251
300000491;14;2;201704;59485.75;4800
300000491;21;3;201608;96218.9;10601
300000951;5;1;201609;5985.73;614
300000950;15;3;201609;47125.79;4820
300000805;1;1;201603;17141.65;2571
300000950;12;2;201612;23881.66;2142
300000950;13;2;201711;71127.82;5643
300000491;1;1;201713;8411.9;634
300000950;17;3;201610;120124.73;12161
300000443;4;1;201514;7934.61;1140
300000491;4;1;201514;19003.16;2908
300000951;11;2;201514;8027.85;1142
300000950;3;1;201514;20147.58;2946
300000443;16;3;201510;30348.62;5590
300000491;24;4;201714;92524.48;6815
300000491;10;2;201509;15185.11;2667
300000950;10;2;201509;22054.38;4476
300000951;16;3;201703;61876.04;5071
300000951;10;2;201703;15736.88;1241
300000443;23;4;201802;22220.09;1632
300000491;3;1;201703;13370.53;1091
300000950;2;1;201703;11245.24;898
300000950;27;4;201702;223799.41;19077
300000443;28;4;201702;95433.8;8380
300000491;26;4;201702;30830.07;2613
300000805;2;1;201703;20250.67;1596
300000491;22;4;201602;30039.75;4294
300000443;13;2;201602;115971.75;14745
300001309;28;4;201714;93180.18;6987
300000950;;;201801;18559.76;1382
300000951;18;3;201801;15541.71;1183
300000443;12;2;201614;27247.48;2449
300000950;14;2;201614;287585.26;25666
300000443;14;2;201614;316359.52;28223
300000443;21;3;201708;42558.54;4105
300000443;7;1;201613;93493.23;5172
300000951;7;1;201717;61504.5;4289
300000950;1;1;201712;60432.16;4745
300000491;21;3;201712;109461.94;8504
300000443;21;3;201712;106880.54;8485
300000491;22;4;201703;58569.57;4738
300000950;1;1;201706;42034.92;3257
300000951;12;2;201617;41442.84;4007
300000950;5;1;201617;5051.21;509
300000805;6;1;201512;2070.15;383
300000491;10;2;201613;32058.54;2194
300000805;10;2;201613;22252.54;1909
300000951;20;3;201517;109403.18;14121
300000491;17;3;201507;27197.24;3989
300000950;2;1;201613;13188.55;1237
300000805;14;2;201716;26492.34;1437
300000443;14;2;201710;28692.97;2417
300000443;9;2;201515;27563.09;3788
300000950;10;2;201609;51532.76;5177
300000805;11;2;201609;21985.88;2263
300000491;3;1;201516;10661.18;1639
300000491;4;1;201516;376741.89;25177
300000951;13;2;201609;21705.61;2194
300000491;5;1;201609;7115.15;694
300000805;5;1;201609;8364.59;836
300000950;4;1;201609;3241.01;312
300000805;7;1;201609;8227.05;845
300000491;7;1;201609;1374.1;143
300000443;4;1;201609;8174.95;825
300000951;15;3;201714;46961.03;3341
300000443;2;1;201706;5687.98;434
300000950;15;3;201705;60406.2;4737
300000805;17;3;201705;26817.71;2052
300000805;16;3;201705;45081.44;3568
300000491;17;3;201611;92536.49;8490
300000443;15;3;201611;62495.96;5768
300000950;15;3;201611;85157.03;7892
300000950;25;4;201714;34091.14;2474
300000805;7;1;201601;17989.83;2656
300000951;14;2;201601;27650.86;4018
300000443;8;2;201601;23534.14;3542
300000950;10;2;201601;1066.84;204
300000443;7;1;201705;28170.39;2180
300000491;21;3;201509;27776.23;4517
300000805;14;2;201509;84699.09;13874
300000951;28;4;201509;45961.76;7352
300000951;8;2;201705;12896.8;1022
300000443;12;2;201713;11857.7;983
300000950;8;2;201615;26551.32;2460
300000951;21;3;201504;50670.92;8684
300000443;14;2;201504;35270.45;6119
300000491;16;3;201504;37468.59;7297
300000805;8;2;201801;21366.8;1491
300000951;8;2;201801;84008.61;5474
300000491;10;2;201704;6732.44;519
300000951;21;3;201704;82236.28;6780
300000805;13;2;201603;29290.42;4296
300000491;18;3;201613;130636.1;10137
300000950;17;3;201613;112898.1;9235
300000951;3;1;201614;6029.1;509
300000950;20;3;201715;254530.16;18832
300000443;19;3;201715;39163.65;2917
300000950;22;4;201802;40932.8;2800
300000950;16;3;201802;27707.4;1966
300000443;3;1;201615;11439.65;1249
300001309;23;4;201714;21184.12;1566
300000950;22;4;201702;56423.16;4702
300000950;17;3;201616;89988.01;7085
300000491;20;3;201616;83431.98;6825
300000951;21;3;201616;275160.57;20449
300000950;20;3;201607;176102.38;16734
300000805;17;3;201503;26401.77;5014
300000491;18;3;201503;36723.01;7112
300000443;18;3;201503;16237.23;3019
300000950;18;3;201503;33647.29;6255
300000951;4;1;201501;1030.15;195
300000951;17;3;201715;123149.79;9047
300000805;16;3;201606;24385.93;2530
300000805;14;2;201508;28350.18;4629
300000951;7;1;201715;24481.44;1541
300000443;16;3;201704;98201.1;8091
300000443;10;2;201601;2020.63;379
300000491;14;2;201803;63676.84;4440
300000443;14;2;201803;28060;1995
300000443;15;3;201517;42832.6;5452
300000805;9;2;201611;32166.5;2992
300000443;15;3;201605;61932.42;6318
300000950;15;3;201605;75754.46;7504
300000491;9;2;201516;18039.21;2278
300000443;13;2;201713;22818.84;1778
300000950;13;2;201713;53883.26;3889
300000491;7;1;201712;36570.69;2526
300001309;14;2;201713;21370.87;1462
300000951;9;2;201608;11952.48;1114
300000443;3;1;201608;7958.64;830
300000443;;;201607;4725.8;464
300000951;15;3;201515;18202.39;2515
300000950;11;2;201706;11545.52;880
300000951;25;4;201514;11582.78;1614
300000951;21;3;201608;126265.46;13890
300000950;14;2;201608;40740.38;4449
300000805;15;3;201608;30268.58;3225
300000491;15;3;201608;57780.95;6165
300000950;21;3;201612;161859.51;14714
300000805;9;2;201513;37312.99;3580
300000950;4;1;201617;13146.51;1141
300000950;10;2;201517;19884.31;2494
300000950;13;2;201517;53379.44;6616
300000950;20;3;201603;91452.62;12973
300000950;2;1;201604;19926.19;2323
300000950;15;3;201513;45424.43;4848
300000491;16;3;201507;32371.47;4523
300001309;14;2;201707;37735.16;2501
300000950;20;3;201707;162886.79;11939
300001309;20;3;201707;101385.22;7741
300000950;6;1;201615;56725.59;4692
300000951;7;1;201711;35573.39;2862
300000805;2;1;201712;23783.74;1725
300000805;7;1;201711;37458.16;3018
300000491;15;3;201709;81455.39;6349
300000950;18;3;201709;54292.2;4225
300000805;18;3;201709;38000.04;3056
300000443;10;2;201710;21786.89;1810
300000805;17;3;201710;80005.88;6467
300000950;17;3;201710;80143.57;6605
300000950;14;2;201515;46295.68;6717
300000443;3;1;201703;8380.3;727
300000491;14;2;201513;31365.73;3406
300000443;1;1;201514;36653.91;5293
300000951;9;2;201505;11301.6;1834
300000491;11;2;201615;52627.43;4619
300000491;14;2;201706;60594.05;4823
300000443;20;3;201706;26145.62;1941
300001309;20;3;201706;18090.27;1402
300000951;10;2;201502;12157.91;2197
300000805;7;1;201502;6379.95;1056
300000443;5;1;201502;8548.74;1482
300001309;2;1;201712;11063.08;837
300000805;9;2;201507;12239.81;1493
300000950;17;3;201709;75670.04;5855
300000951;15;3;201707;119896.45;7430
300000950;2;1;201705;23148.2;1868
300000951;16;3;201705;37808.5;3038
300000950;13;2;201606;29630.71;3034
300000950;5;1;201515;2408.88;302
300000805;2;1;201603;3116.66;443
300000491;15;3;201611;77567.54;7300
300000443;16;3;201505;34852.8;6241
300000951;5;1;201506;6885.16;1160
300000443;22;4;201702;45930.11;3958
300000491;28;4;201802;120214.94;8218
300000951;1;1;201501;8058.55;1467
300000951;15;3;201609;48111.99;4967
300000950;7;1;201609;43913.89;4636
300000491;9;2;201609;17835.45;1867
300000950;1;1;201511;79416.6;11024
300000951;9;2;201510;4021.84;657
300000951;17;3;201603;46697.35;6931
300000443;20;3;201605;185302.14;18340
300000951;12;2;201606;9154.9;890
300000950;9;2;201606;18835;1902
300000950;6;1;201602;39298.4;5060
300000950;14;2;201514;121160.75;17704
300000491;16;3;201514;10153.71;1174
300000443;17;3;201616;76438.51;5850
300000950;7;1;201701;31735.22;3175
300000951;14;2;201701;64718.5;6623
300000805;8;2;201701;12389.75;1324
300000950;15;3;201801;52313.47;3658
300000951;12;2;201802;39269.16;2919
300000443;11;2;201801;12993.52;865
300001309;7;1;201802;23990.62;1800
300001309;21;3;201802;13541.51;919
300000443;1;1;201713;4140.3;332
300000951;7;1;201509;15376.67;2230
300000951;12;2;201706;10746.22;863
300000491;13;2;201705;21785.6;1721
300000443;21;3;201604;81917.84;9857
300000805;21;3;201501;28941.07;5285
300000491;21;3;201501;40621.01;7673
300000951;13;2;201605;45701.24;4617
300000805;6;1;201715;38795.72;2547
300000805;21;3;201605;123169.94;12512
300000443;19;3;201605;25887.95;2658
300000951;9;2;201713;62076.28;3836
300000950;17;3;201713;94283.48;6469
300000491;14;2;201711;69951.68;5561
300000805;14;2;201711;30897.31;2479
300000491;12;2;201711;5951.68;479
300000491;;;201710;15743.31;1311
300000805;21;3;201710;65768.78;5471
300000805;14;2;201710;50415.24;4272
300000491;21;3;201709;135460.7;10415
300000443;1;1;201710;30363.49;2474
300000950;7;1;201803;10660.9;743
300000491;1;1;201801;31574.34;2250
300001309;20;3;201716;191680.03;11426
300000950;20;3;201716;419114.45;23731
300000805;20;3;201610;157683.3;16163
300000951;6;1;201611;18634.18;1805
300000491;8;2;201708;36871.42;3341
300000950;9;2;201612;34021.7;3056
300000805;8;2;201606;33815.72;3502
300000950;18;3;201605;51278.52;5097
300000950;15;3;201613;69751.62;5557
300000805;17;3;201613;26367.04;2174
300000443;21;3;201703;49991.15;3994
300000805;8;2;201504;13688.03;2467
300000443;7;1;201504;20740.94;3527
300000491;7;1;201504;20375.72;3620
300001309;3;1;201709;11064.83;891
300000491;16;3;201708;87753.27;7546
300000950;16;3;201708;67007.8;5876
300000951;18;3;201713;32066.27;2060
300000805;11;2;201605;18518.75;1849
300000805;10;2;201605;18032.85;1851
300000950;6;1;201709;47206.1;3771
300000950;7;1;201709;18311.44;1482
300000951;13;2;201710;59770.95;5053
300000805;7;1;201516;16450.82;2076
300000443;22;4;201514;35304.67;5091
300000443;27;4;201509;103234.33;16068
300000951;10;2;201702;38018.28;3410
300000805;1;1;201517;46407.25;5726
300000443;11;2;201610;15712.32;1558
300000951;10;2;201614;57227.68;5080
300000491;2;1;201510;13363.64;2264
300000950;9;2;201508;23143.8;3556
300000951;7;1;201603;6050.01;855
300000950;27;4;201602;5577.93;689
300000443;10;2;201708;7433.31;628
300000443;4;1;201601;10832.45;1704
300000443;18;3;201606;33263.6;3458
300000951;6;1;201607;129249.19;7131
300001309;7;1;201706;19477.28;1566
300000951;12;2;201703;10732.52;886
300000950;4;1;201703;8348.48;660
300000443;1;1;201515;32737.34;4427
300000805;27;4;201514;13682.68;2009
300000805;2;1;201515;11255.35;1475
300000805;4;1;201508;13015.51;2209
300000950;9;2;201512;30448.11;4894
300001309;8;2;201710;16544.97;1302
300000805;21;3;201703;40592.03;3268
300000950;20;3;201703;25456.07;1953
300001309;2;1;201715;7557.9;558
300000491;10;2;201707;33158.53;2381
300001309;13;2;201707;104539.19;5206
300000491;12;2;201708;18030.5;1584
300000951;12;2;201616;8278.51;570
300000805;5;1;201616;1529.79;130
300000951;13;2;201714;168895.82;11713
300000805;13;2;201714;433503.42;29829
300000950;17;3;201516;62422.86;6538
300000951;2;1;201517;12061.83;947
300000491;15;3;201701;57451.72;5798
300000951;6;1;201705;13366.3;1048
300000443;16;3;201705;32092.49;2584
300000950;15;3;201503;40867.54;7614
300000443;13;2;201509;73296.51;11775
300000491;14;2;201509;57304.36;9934
300000950;3;1;201613;9036.07;869
300000805;11;2;201511;45969.51;7859
300000951;9;2;201513;6638.19;739
300000491;11;2;201514;57554.38;8530
300001309;4;1;201707;1920.78;152
300000951;13;2;201508;8204.32;1351
300000491;7;1;201508;3069.21;481
300000805;6;1;201508;7274.41;1205
300000805;6;1;201607;1382.5;143
300000805;14;2;201802;55936.08;4192
300001309;14;2;201802;77975.97;5505
300000951;2;1;201710;48921.57;3523
300000491;1;1;201710;28643.77;2342
300000805;2;1;201714;18714.88;1356
300000443;14;2;201503;22625.58;4159
300000443;7;1;201614;53026.87;4757
300000951;14;2;201614;350279.71;30556
300000805;9;2;201614;23997.25;2170
300000950;10;2;201713;11594.9;932
300000491;10;2;201713;33887.9;2448
300000950;22;4;201502;34017.97;6681
300000950;8;2;201707;28218.05;2105
300000491;4;1;201715;5136.2;373
300000951;6;1;201802;29749.7;2174
300000805;1;1;201602;41520.41;5395
300000443;1;1;201602;50696.35;6680
300000491;20;3;201710;280500.68;23188
300000443;20;3;201710;205368.3;17176
300000805;20;3;201709;381035.38;29197
300000951;3;1;201504;3983.82;786
300000951;11;2;201717;23136.98;1583
300000491;13;2;201712;62368.03;4669
300000491;3;1;201603;4403;698
300000491;3;1;201701;9236.39;973
300000491;22;4;201706;2647.5;213
300000443;16;3;201601;27220.5;4123
300000950;6;1;201612;39691.93;3621
300000951;;;201801;8353.31;707
300000491;11;2;201510;18649.65;2993
300000805;6;1;201612;23014.97;2134
300000805;6;1;201603;21554.62;3228
300000951;15;3;201603;26369.24;3760
300000950;7;1;201603;36969.86;5309
300000805;10;2;201709;43462.23;3715
300001309;14;2;201709;47856.12;3603
300000950;9;2;201707;15061.12;1157
300000443;25;4;201802;8252.51;585
300000491;12;2;201714;30306.1;2110
300000491;26;4;201714;50753.64;3741
300000951;25;4;201802;26284.8;1876
300000805;7;1;201505;9333.9;1446
300000443;5;1;201705;8776.3;703
300001309;13;2;201712;25693.95;1891
300000951;2;1;201503;3043.6;619
300000443;23;4;201502;13297.32;2322
300000950;9;2;201602;27948.42;3542
300000805;10;2;201602;27742.14;3520
300000443;8;2;201517;36178.27;4789
300000950;13;2;201607;38758.28;3724
300000491;1;1;201515;30861.2;4576
300000951;19;3;201610;41267.92;4260
300000443;;;201511;1169.34;160
300000491;1;1;201709;35194.75;2836
300000805;15;3;201708;38609.85;3163
300000491;30;5;201514;843.37;147
300000443;12;2;201515;13933.01;1939
300000491;13;2;201515;14764.18;2165
300000443;13;2;201505;30262.36;5144
300000950;21;3;201613;132554.89;10531
300001309;9;2;201706;20911.26;1758
300000951;10;2;201706;17342.86;1385
300000805;4;1;201510;25522.71;4227
300000950;28;4;201509;90165.18;14361
300000805;29;5;201714;1610;120
300000950;21;3;201711;224095.75;18863
300000951;21;3;201711;121616.37;10420
300001309;15;3;201711;9301;722
300000950;11;2;201501;4227.46;735
300000805;14;2;201501;18090.17;3411
300000443;12;2;201501;5348.39;913
300000951;6;1;201702;33080.97;2947
300000443;16;3;201607;52724.77;4823
300000951;18;3;201507;8172.97;1082
300000805;1;1;201717;27206.3;1731
300000491;22;4;201502;17112.5;3371
300000491;10;2;201715;22899.2;1710
300000805;16;3;201715;48394.81;3649
300000950;24;4;201502;28827.03;5687
300000951;16;3;201508;21576.06;3207
300000805;11;2;201508;17063.24;2600
300000443;26;4;201509;22366.04;3598
300000805;13;2;201706;23738.2;1861
300000950;19;3;201703;11808.86;923
300000805;20;3;201614;3775.4;308
300000805;24;4;201514;22435.96;3233
300000491;24;4;201514;35175.09;5186
300000951;20;3;201602;17616.6;2531
300000443;18;3;201517;23190.84;2595
300000443;15;3;201614;17020.22;1726
300000951;22;4;201614;10152.14;939
300000805;21;3;201613;207401.36;17198
300000950;11;2;201617;48716.61;4643
300000805;7;1;201611;19307.11;1763
300000950;18;3;201603;31994.67;4470
300000491;17;3;201603;34394.41;4800
300001309;7;1;201707;13711.8;940
300000950;11;2;201614;14844.09;1266
300000491;6;1;201711;45922.79;3710
300000951;11;2;201711;10809.19;857
300000805;30;5;201614;8836.2;838
300000491;20;3;201509;5461.01;861
300000805;19;3;201715;43255.22;3216
300000805;8;2;201716;22550.42;1119
300000951;6;1;201713;12503.2;1031
300000951;18;3;201514;935.79;128
300000950;18;3;201601;17114.04;2551
300000491;12;2;201803;16806.4;1158
300001309;17;3;201711;73160.31;5857
300000805;9;2;201711;18619.8;1493
300000805;11;2;201712;12901.59;953
300000491;;;201709;4281.9;348
300000950;21;3;201608;148707.71;16736
300000950;21;3;201510;73880.14;12604
300000805;15;3;201613;48502.57;4025
300000950;5;1;201610;13814.6;1360
300000805;3;1;201607;15558.58;1591
300001309;19;3;201709;7978.35;594
300000805;23;4;201712;15610.66;1275
300000443;13;2;201702;219807.07;19794
300000951;4;1;201603;1721.5;249
300000951;11;2;201507;1183.2;141
300000491;18;3;201610;35965.02;3644
300001309;22;4;201714;20589.2;1511
300000951;20;3;201509;17578.45;2393
300000491;10;2;201610;29032.82;3028
300000950;9;2;201610;25012.9;2553
300000491;9;2;201610;28151.72;2735
300000950;10;2;201702;60043.8;5546
300000443;11;2;201702;28944.38;2650
300000491;17;3;201605;43362.7;4356
300000951;8;2;201516;28334;2622
300000491;;;201515;4826.67;639
300000805;1;1;201703;11230.93;896
300000950;9;2;201604;18039.07;2087
300000805;11;2;201604;17532.72;1861
300000805;13;2;201604;14856.75;1702
300000951;3;1;201617;9853.25;918
300000491;2;1;201601;8848.03;1304
300000950;25;4;201502;20515.28;3970
300000443;25;4;201502;17369.65;3663
300000491;27;4;201502;20176.78;4089
300000443;26;4;201502;2044.07;369
300000805;23;4;201706;3948.16;320
300000491;17;3;201602;14253.64;2023
300000491;1;1;201503;15302.85;3057
300000951;8;2;201503;10116.72;1900
300000950;2;1;201503;15017.64;2780
300000491;9;2;201709;19281.78;1548
300000951;19;3;201710;79013.56;6610
300000951;15;3;201606;50272.42;4974
300000951;4;1;201503;679.7;134
300000443;4;1;201602;9201.1;1150
300000951;18;3;201710;20148.8;1657
300000491;9;2;201607;20731.1;1947
300000443;1;1;201708;7168.3;599
300000805;14;2;201609;37566.44;3879
300000950;22;4;201709;22916.24;1781
300000950;10;2;201706;30359.38;2442
300000443;3;1;201616;9922.37;906
300000950;16;3;201608;55957.42;5866
300000443;16;3;201608;68942.56;7313
300000951;20;3;201616;100023.21;7415
300000805;2;1;201710;8605.9;550
300000951;11;2;201609;1087.8;113
300000443;6;1;201609;17229.11;1785
300000950;18;3;201604;11612.43;1404
300000491;21;3;201604;137982.5;16579
300000491;19;3;201604;25024.49;2973
300000805;20;3;201604;15908.05;1881
300000951;15;3;201701;56887.08;5967
300000950;9;2;201701;65513.57;6685
300000951;10;2;201701;20462.86;1944
300000443;5;1;201714;5458.16;396
300000951;13;2;201509;87434.39;14068
300000951;11;2;201509;9992.37;1451
300000950;5;1;201509;15794.33;2340
300000805;4;1;201517;12496;1525
300000951;3;1;201802;6236.97;470
300000951;20;3;201512;110274.05;17634
300000951;13;2;201701;54350.36;5633
300000950;9;2;201713;37413.49;1929
300001309;8;2;201712;37455.84;2649
300000805;22;4;201707;3229.37;236
300000443;2;1;201503;2730;563
300000951;15;3;201504;17498.92;3162
300000805;9;2;201504;12575.04;2047
300000443;17;3;201501;22212.56;4100
300000491;2;1;201609;6707.61;693
300000805;10;2;201505;11007.75;1946
300000443;9;2;201706;11514.52;912
300000443;3;1;201511;23367.16;3755
300000951;20;3;201702;36577.36;3105
300000951;21;3;201602;17519.14;2536
300000491;6;1;201516;4182.85;600
300000443;20;3;201715;146309.71;10710
300000951;18;3;201613;47071.19;3880
300000951;19;3;201613;47815.74;3847
300000951;7;1;201702;34536.04;3037
300000443;10;2;201613;33858.34;2674
300000805;14;2;201709;62160.42;4998
300000443;1;1;201714;7722.8;564
300000950;6;1;201715;42268.31;2453
300000443;2;1;201707;7994.6;603
300000491;7;1;201709;26208.65;2057
300000491;6;1;201506;6682.01;1021
300000950;16;3;201609;67492.79;6981
300000443;9;2;201511;51874.77;8333
300000491;10;2;201511;23780.29;4083
300000443;17;3;201514;24564.51;3196
300000950;5;1;201706;5385.22;441
300000951;16;3;201608;31484.27;3330
300000443;11;2;201716;6918.28;436
300000443;13;2;201716;17535.39;1059
300000951;17;3;201502;3813.3;876
300000443;12;2;201612;25273.36;2327
300000805;1;1;201713;7519.4;693
300000805;10;2;201506;13119.46;2120
300001309;14;2;201715;26748.51;2003
300000443;12;2;201711;6219.49;509
300000951;27;4;201502;78941.28;15530
300000805;7;1;201509;15179.13;2342
300000443;7;1;201509;35552.09;5999
300000491;20;3;201517;9141.48;1157
300000951;9;2;201502;11022.39;1985
300000950;19;3;201709;19830.19;1575
300000443;19;3;201709;34680.75;2580
300001309;10;2;201715;19099.5;1421
300000951;17;3;201602;8255.35;1193
300000443;24;4;201514;34256.7;4856
300000805;25;4;201514;16176.23;2421
300000951;3;1;201515;5798.49;686
300000491;21;3;201802;27912.42;1996
300000805;12;2;201802;8359.6;641
300000443;22;4;201803;9078.4;626
300000950;3;1;201714;18031.3;1328
300000491;13;2;201611;9775.36;983
300000950;11;2;201611;15898.87;1424
300000491;12;2;201611;21742.7;1945
300000805;15;3;201514;37343.7;5406
300000443;5;1;201708;3471.3;280
300000443;11;2;201604;9286.45;1063
300000443;5;1;201710;8055.8;604
300000950;8;2;201711;38105.4;3088
300000951;8;2;201711;9390.2;737
300000443;3;1;201803;3076.7;213
300000491;9;2;201503;16930.54;3200
300000805;19;3;201703;32954.25;2661
300000491;18;3;201504;57267.77;10555
300000491;3;1;201517;20110.52;2420
300000443;4;1;201711;6811.49;545
300001309;9;2;201707;8236.27;642
300000491;5;1;201615;8901.22;829
300000443;15;3;201501;14809.86;2768
300000805;13;2;201508;14515.9;2318
300000950;12;2;201716;31224.71;1998
300000805;10;2;201509;22621.39;4426
300000805;9;2;201509;16690.66;3185
300000950;;;201710;2629.6;235
300000491;21;3;201503;80064.35;14808
300000951;4;1;201508;6345.79;972
300000443;18;3;201607;25627.91;2422
300000491;4;1;201603;2635.8;412
300000443;2;1;201710;20091.1;1532
300000950;11;2;201605;5486.35;540
300000491;13;2;201602;10627.06;1404
300001309;3;1;201715;1626.1;122
300000443;4;1;201710;3202.79;244
300000443;18;3;201612;36484.86;3347
300000805;;;201512;1752.51;241
300000951;15;3;201517;46484.98;5825
300000491;9;2;201517;41496.72;5261
300000951;5;1;201510;10165.03;1776
300000950;8;2;201503;20604.44;3873
300000951;3;1;201514;7493.16;1120
300000951;;;201513;5570.36;495
300000491;19;3;201513;21993.83;2408
300000443;17;3;201504;42398.99;7554
300000950;25;4;201514;12365.48;1761
300000950;11;2;201606;13760;1413
300000951;;;201716;4986.8;314
300000951;26;4;201802;31040.39;2111
300000950;18;3;201802;17557.73;1147
300000443;6;1;201513;71028.3;5966
300000951;16;3;201514;9945.32;1602
300000950;9;2;201514;29268.35;4127
300000491;9;2;201514;29481.89;4367
300000805;;;201802;7511.1;537
300000443;;;201605;5969.2;602
300000951;10;2;201606;16208.4;1698
300000443;3;1;201604;12381.37;1456
300000951;24;4;201603;1099.8;128
300000443;13;2;201710;17996.37;1407
300000805;5;1;201710;7764.8;452
300000950;19;3;201504;14202.41;2456
300000443;2;1;201609;23553.34;2195
300000443;23;4;201608;1057.98;111
300000950;8;2;201603;12737.19;1912
300000950;4;1;201606;16208.6;1609
300000443;2;1;201612;20328.06;1879
300000950;4;1;201502;8439.86;1534
300000805;13;2;201510;2409.09;433
300000443;19;3;201701;40799.99;4307
300000951;5;1;201714;1856.4;136
300000491;10;2;201607;25449.93;2421
300000805;23;4;201716;7596.95;325
300000491;13;2;201506;2637.97;437
300000950;6;1;201515;15567.78;2330
300000491;14;2;201607;38881.5;3734
300000491;7;1;201510;39460.48;6567
300000950;2;1;201803;4855.4;323
300000491;2;1;201803;3649.8;250
300000805;;;201516;1529.3;149
300000951;13;2;201610;48277.24;4808
300000443;2;1;201502;9407.66;1700
